State,County,Zip Code,Landfill Name,City,Ownership Type,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,LFG Generated (mmscfd),,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,NON HISP,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,20TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,40TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,60TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,80TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,80TH PERCENTILE,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA,,WA,BA,IA,AA,NA,OTHER,TOM,ALUKE010,ALUKE011,HA
MA,Norfolk,2184,Braintree LF,Braintree,Public,,,Closed,,"1,000,000",1998,,,,,0.979124127,0.79398173,0.026679205,0.001128426,0.138339602,0,0.004083826,0.014911338,0,0.014911338,0.020875873,,1,1,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,1,0,1,1,1,0,1,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,
MA,Suffolk,2201,Gardner Street Landfill,Boston,Public,1963,1980,Closed,"2,640,488","1,812,179",1980,"119,070",1980,,,0.954191876,0.6326707,0,0,0.321521175,0,0,0,0,0,0.045808124,,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,
MA,Plymouth,2330,Carver-Marion-Wareham Landfill,Carver,Public,1973,1988,Closed,,"442,139",1988,"32,109",1988,,,0.976365188,0.924658703,0.005460751,0,0.012372014,0,0.014590444,0.019283276,0,0.019283276,0.023634812,,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,
MA,Plymouth,2333,East Bridgewater LF,East Bridgewater,Private,1973,1997,Closed,"4,961,250","4,700,000",1997,"547,500",,1.25,,0.978708696,0.880409235,0.038642334,0,0.015208074,0,0.015277202,0.029171851,0.000691276,0.028480575,0.021291304,,1,1,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,1,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,
MA,Plymouth,2338,Halifax LF,Halifax,Private,1977,1992,Closed,"3,080,528","3,080,527",1992,"192,533",1992,0.879,,0.993496557,0.961871971,0.023208365,0.000892629,0.003570518,0,0,0.003953073,0,0.003953073,0.006503443,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
MA,Plymouth,2346,Middleborough Landfill,Middleborough,Private,1962,2031,Open,"2,147,534","1,838,917",2019,"82,193",2019,,,0.975889041,0.925691476,0.016490606,0.000645109,0.009394404,0.000806387,0.004999597,0.017861463,0.002580437,0.015281026,0.024110959,,1,1,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,
MA,Norfolk,2368,Randolph LF,Randolph,Private,1932,1995,Closed,,"1,812,096",,"36,135",1995,0.558,,0.913221473,0.288444906,0.447212132,0.000778412,0.128928098,0.000345961,0.024707375,0.02280459,0.00394972,0.018854869,0.086778527,,1,0,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,1,0,1,1,1,0,1,0,0,,,,,,,,,,,
MA,Barnstable,2532,Bourne LF,Bourne,Public,1967,2024,Open,"2,339,393","1,000,000",2000,"136,846",2007,1.89,,0.964896353,0.907474656,0.005901044,0.002874868,0.006430625,0,0.013996066,0.028219095,0.001513088,0.026706007,0.035103647,,1,1,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,0,1,0,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,
MA,Barnstable,2532,Otis Air Force Base LF,Buzzards Bay,Public,1940,1989,Closed,,,,"143,000",,,,0.964896353,0.907474656,0.005901044,0.002874868,0.006430625,0,0.013996066,0.028219095,0.001513088,0.026706007,0.035103647,,1,1,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,0,1,0,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,
MA,Nantucket,2554,Nantucket LF,Nantucket,Public,1940,2029,Open,,"890,568",,"2,800",2018,,,0.957475995,0.853772291,0.063465935,0.002926383,0.00521262,0.000640146,0,0.031458619,0.008047554,0.023411065,0.042524005,,1,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,0,0,1,1,1,1,0,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,0,0,0,0,1,0,1,1,0,0,,,,,,,,,,,
MA,Barnstable,2633,Chatham LF,Chatham,Public,,1993,Closed,,"230,354",,"17,885",1993,,,0.993366093,0.966830467,0.011547912,0,0,0,0,0.014987715,0,0.014987715,0.006633907,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,1,1,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
MA,Barnstable,2648,Barnstable LF,Marstons Mills,Public,1935,1996,Closed,,"2,000,000",,"17,885",1996,,,0.982900855,0.953052347,0.024748763,0,0,0,0.005099745,0,0,0,0.017099145,,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,
MA,Bristol,2703,"Attleboro Landfill, Incorporated",Attleboro,Private,1975,1995,Closed,,"1,000,000",,"109,135",1994,,,0.93409096,0.832213267,0.03996517,0.000535846,0.041706669,0.000625153,0.003125767,0.015919087,0.002656902,0.013262185,0.06590904,,1,1,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,0,0,,,,,,,,,,,
MA,Bristol,2720,Fall River Landfill,Fall River,Private,1940,2014,Closed,"6,849,871","5,736,457",2014,"197,467",2014,4.66,,0.920590186,0.811604775,0.045291777,0,0.021054377,0,0.008653846,0.033985411,0.003381963,0.030603448,0.079409814,,1,1,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,0,0,1,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,
MA,Plymouth,2738,Marion LF,Marion,Public,1968,1993,Closed,,,,,,,,0.955572876,0.84664848,0.014029618,0,0.016367888,0,0.041504287,0.037022603,0.008183944,0.028838659,0.044427124,,1,1,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,0,0,1,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,
MA,Bristol,2743,Acushnet LF,Acushnet,Public,1963,1987,Closed,,"900,000",,"105,850",1987,,,0.96599867,0.888498433,0.00066483,0,0.019659987,0,0.031342008,0.025833412,0.008642796,0.017190616,0.03400133,,1,1,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,0,1,0,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,
MA,Bristol,2745,Crapo Hill LF,New Bedford,Public,1995,2025,Open,"1,897,158","1,807,000",2013,"101,426",2007,1.728,,0.893490177,0.795982875,0.026567439,0,0.007882207,0,0.042691954,0.020365702,0.002080583,0.01828512,0.106509823,,1,1,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,1,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,
MA,Bristol,2746,New Bedford LF,New Bedford,Public,1921,2000,Closed,"3,600,000","3,600,000",1994,"156,000",1993,0.57,,0.584095479,0.431731206,0.066160732,0.000324317,0.006616073,0,0.062139197,0.017123954,0.002140494,0.01498346,0.415904521,,0,0,0,0,0,0,1,0,1,0,1,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,1,,,,,,,,,,,
MA,Plymouth,2748,Dartmouth LF,Dartmouth,Public,1945,1994,Closed,,"1,259,650",,"12,946",,,,0.9675196,0.927629879,0.002929267,0,0.021194107,0,0.00422159,0.011544757,0.000947704,0.010597054,0.0324804,,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,
MA,Norfolk,2762,Plainville LF,Plainville,Private,1975,1998,Closed,"7,426,271","7,426,271",1998,"309,428",1998,1.97,,0.954916694,0.879342263,0.012087553,0,0.040836328,0,0.014374387,0.008276162,0,0.008276162,0.045083306,,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,1,1,0,1,0,1,0,0,0,1,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,
MA,Bristol,2780,Taunton SLF,Taunton,Private,1938,2020,Closed,"4,966,660","3,989,559",2019,"167,376",2019,2.03,,0.904318173,0.741127721,0.086185019,0.000237916,0.0187557,0,0.031305762,0.026706055,0.002835164,0.023870891,0.095681827,,1,1,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,
RI,Bristol,2809,Bristol,Bristol,Unknown,1963,2002,Closed,,"400,000",,"10,000",2001,,,0.971044561,0.915163269,0.0233628,0.000721631,0.016236695,0,0.007802634,0.007757532,0.000902039,0.006855493,0.028955439,,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,
RI,Newport,2878,Tiverton Landfill #2,Tiverton,Public,1955,2020,Closed,,,,"9,760",2004,,,0.971725624,0.940281476,0.011411183,0.000824141,0.008368201,0,0,0.010840624,0,0.010840624,0.028274376,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
RI,Washington,2891,Westerly,Westerly,Unknown,1935,1992,Closed,,,,,,,,0.9655678,0.904365511,0.014141796,0.00501348,0.023364707,0,0.006526983,0.012155323,0.000851346,0.011303978,0.0344322,,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,1,0,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,
RI,Providence,2919,Central LF,Johnston,Private,1955,2030,Open,"40,537,696","39,002,254",2019,"970,429",2019,20.9,,0.910396834,0.844849353,0.01815266,3.41E-05,0.031596547,0,0.00044358,0.015320572,0,0.015320572,0.089603166,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,1,0,1,1,0,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,
RI,Providence,2920,Cranston Sanitary Landfill,Cranston,Private,1943,1985,Closed,,"1,000,000",,,,,,0.831669582,0.689734966,0.049804924,0.000753397,0.06164402,0.001560608,0.003605543,0.024566124,0.003982241,0.020583883,0.168330418,,1,1,0,0,1,0,1,1,1,0,0,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,0,1,,,,,,,,,,,
NH,Rockingham,3037,Deerfield Municipal Landfill,Deerfield,Public,,1995,Closed,,,,,,,,0.995648191,0.977324782,0.00526798,0,0.004122767,0,0.002977554,0.005955108,0,0.005955108,0.004351809,,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,
NH,Rockingham,3038,Derry Municipal Landfill,Derry,Public,,1985,Closed,,,,,,,,0.958267693,0.92533365,0.007876824,0.000505306,0.012275956,0,0.000505306,0.011770651,0.000267515,0.011503136,0.041732307,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
NH,Hillsborough,3051,Hudson Municipal Landfill,Hudson,Public,,1991,Closed,,,,,,,,0.977093829,0.931202771,0.00491971,0,0.025110202,0.001298804,0.004644207,0.009918136,0,0.009918136,0.022906171,,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,
NH,Hillsborough,3054,Merrimack Landfill,Merrimack,Public,1983,2002,Closed,,,,"18,018",,,,0.963422625,0.907188283,0.010136828,0,0.020504914,0.001965697,0.004047023,0.019579881,0,0.019579881,0.036577375,,1,1,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,0,1,1,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,
NH,Hillsborough,3055,Milford Municipal Landfill,Milford,Public,1971,1980,Closed,,,,,,,,0.971596725,0.917029171,0.016824463,0.000767656,0.023029683,0,0.001791198,0.012154555,0.000831627,0.011322927,0.028403275,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,
NH,Hillsborough,3062,Four Hills Landfill,Nashua,Public,1971,2022,Open,"4,502,504","4,019,772",2019,"79,635",2019,,,0.955276508,0.753750944,0.030871083,0.000683625,0.140143202,0,0.004749397,0.025078257,0.002158817,0.02291944,0.044723492,,1,1,0,0,1,0,1,1,1,0,0,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,0,,,,,,,,,,,
NH,Rockingham,3077,Raymond Municipal Landfill,Raymond,Public,1972,1984,Closed,,,,,,,,0.978508096,0.960100231,0,0,0.002891288,0,0.007999229,0.007517348,0,0.007517348,0.021491904,,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,
NH,Hillsborough,3102,Manchester Dunbarton Road Landfill,Manchester,Public,1965,1997,Closed,,,,,,,,0.912856407,0.790988698,0.06266097,0.004090537,0.036511832,0,0.000757507,0.017846862,9.09E-05,0.017755962,0.087143593,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,0,1,1,0,0,1,0,1,1,1,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,
NH,Merrimack,3106,Hooksett Landfill,Hooksett,Public,,1998,Closed,,,,,,,,0.971694808,0.920829538,0.014082533,0.002452182,0.019127023,0,0,0.015203531,0,0.015203531,0.028305192,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
NH,Hillsborough,3108,Dunbarton LF,Manchester,Public,1900,1991,Closed,,"1,200,000",,,,0.2,,0.971694808,0.920829538,0.014082533,0.002452182,0.019127023,0,0,0.015203531,0,0.015203531,0.028305192,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
NH,Carroll,3227,Sandwich Municipal Landfill,Center Sandwich,Public,1955,1984,Closed,,,,,,,,0.989423077,0.978846154,0,0,0,0,0,0.010576923,0,0.010576923,0.010576923,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,1,1,1,1,1,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
