State,County,Current Landfill Status,Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,State and County,,,,,,,,
MO,Madison,Closed,,"75,863",,MO Madison,75863,,,,,,,
MO,Maries,Closed,,"176,288",,MO Maries,176288,,,,,,,
MO,Montgomery,Closed,,"382,910",,MO Montgomery,382910,,,,,,,
MO,Morgan,Closed,,,,MO Morgan,0,,,,,,,
MO,New Madrid,Closed,"550,000","545,099",,MO New Madrid,547659,,,,,,,
MO,New Madrid,Closed,,"2,560",,MO New Madrid,,,,,,,,
MO,Newton,Closed,"2,305,227","2,305,227",1994,MO Newton,2305227,,,,,,,
MO,Nodaway,Closed,,"595,867",2000,MO Nodaway,595867,,,,,,,
MO,Pemiscot,Closed,,"215,398",,MO Pemiscot,215398,,,,,,,
MO,Perry,Closed,"400,000","150,000",1994,MO Perry,150000,,,,,,,
MO,Pettis,Open,"11,737,469","6,115,066",2019,MO Pettis,6115066,,,,,,,
MO,Pettis,Closed,,,,MO Pettis,,,,,,,,
MO,Phelps,Closed,,"291,908",,MO Phelps,291908,,,,,,,
MO,Pike,Open,"47,092,491","2,287,528",2019,MO Pike,2287528,,,,,,,
MO,Platte,Closed,"3,025,519","3,025,507",1987,MO Platte,3025506.96,,,,,,,
MO,Pulaski,Closed,"840,105","840,105",1994,MO Pulaski,934745,,,,,,,
MO,Pulaski,Closed,,"94,640",,MO Pulaski,,,,,,,,
MO,Ralls,Closed,,"406,709",,MO Ralls,406709,,,,,,,
MO,Randolph,Closed,,"446,863",,MO Randolph,446863,,,,,,,
MO,Reynolds,Closed,,"20,280",,MO Reynolds,20280,,,,,,,
MO,Ripley,Closed,,"22,708",,MO Ripley,22708,,,,,,,
MO,Saline,Closed,,"374,210",,MO Saline,374210,,,,,,,
MO,Scott,Closed,,,,MO Scott,0,,,,,,,
MO,St. Francois,Closed,,"894,820",1993,MO St. Francois,894820,,,,,,,
MO,St. Louis,Closed,"9,351,601","9,351,590",2004,MO St. Louis,58912925,,,,,,,
MO,St. Louis,Open,"94,181,437","23,376,463",2019,MO St. Louis,,,,,,,,
MO,St. Louis,Closed,,"11,939,306",,MO St. Louis,,,,,,,,
MO,St. Louis,Closed,"14,245,573","14,245,566",2011,MO St. Louis,,,,,,,,
MO,Stoddard,Closed,,,,MO Stoddard,6579554,,,,,,,
MO,Stoddard,Open,"13,111,605","6,579,554",2019,MO Stoddard,,,,,,,,
MO,Stone,Closed,,"500,000",,MO Stone,500000,,,,,,,
MO,Vernon,Closed,,"98,520",,MO Vernon,436275,,,,,,,
MO,Vernon,Closed,,"337,755",,MO Vernon,,,,,,,,
MO,Warren,Closed,,"202,800",,MO Warren,202800,,,,,,,
MO,Washington,Open,"11,979,941","3,199,948",2019,MO Washington,4291848,,,,,,,
MO,Washington,Closed,"1,100,000","1,091,900",,MO Washington,,,,,,,,
MO,Wayne,Closed,,"75,653",,MO Wayne,75653,,,,,,,
MO,Webster,Closed,,,,MO Webster,0,,,,,,,
MO,Wright,Open,"7,189,453","6,994,657",2019,MO Wright,6994657,,,,,,,
MS,Adams,Open,"8,375,737","3,005,164",2019,MS Adams,3005164,,,,,,,
MS,Chickasaw,Open,"36,534,973","6,444,414",2019,MS Chickasaw,6444414,,,,,,,
MS,DeSoto,Closed,,,,MS DeSoto,0,,,,,,,
MS,Grenada,Closed,,,,MS Grenada,0,,,,,,,
MS,Hancock,Closed,,,,MS Hancock,0,,,,,,,
MS,Harrison,Closed,"2,516,021","2,516,021",1997,MS Harrison,14384005,,,,,,,
MS,Harrison,Open,"18,887,130","11,867,984",2019,MS Harrison,,,,,,,,
MS,Hinds,Closed,,"2,032,800",,MS Hinds,2032800,,,,,,,
MS,Holmes,Closed,"650,000","650,000",2001,MS Holmes,650000,,,,,,,
MS,Jackson,Open,"4,441,071","3,020,974",2019,MS Jackson,3020974,,,,,,,
MS,Jefferson,Open,"16,728,135","146,370",2008,MS Jefferson,146370,,,,,,,
MS,Kemper,Open,"267,510","210,185",2008,MS Kemper,210185,,,,,,,
MS,Lauderdale,Open,"8,027,329","3,962,250",2019,MS Lauderdale,3962250,,,,,,,
MS,Leflore,Open,"2,688,599","2,214,956",2019,MS Leflore,2214956,,,,,,,
MS,Lowndes,Closed,,"4,000,000",2000,MS Lowndes,4000000,,,,,,,
MS,Madison,Open,"1,281,220","1,203,981",2019,MS Madison,18923697,,,,,,,
MS,Madison,Open,"20,509,099","17,719,716",2019,MS Madison,,,,,,,,
MS,Oktibbeha,Open,"27,436,256","3,253,928",2019,MS Oktibbeha,3253928,,,,,,,
MS,Pearl River,Open,"11,937,870","2,848,571",2019,MS Pearl River,2848571,,,,,,,
MS,Perry,Open,"6,389,789","2,892,830",2019,MS Perry,2892830,,,,,,,
MS,Pontotoc,Open,"12,718,815","4,725,782",2019,MS Pontotoc,4725782,,,,,,,
MS,Scott,Open,"22,078,987","8,405,103",2019,MS Scott,8405103,,,,,,,
MS,Tippah,Open,"6,745,268","6,036,153",2019,MS Tippah,6036153,,,,,,,
MS,Tunica,Open,"25,298,854","6,822,387",2019,MS Tunica,6822387,,,,,,,
MS,Washington,Open,"22,759,144","6,526,905",2019,MS Washington,6526905,,,,,,,
MS,Winston,Open,"3,116,800","262,130",2008,MS Winston,262130,,,,,,,
MT,Beaverhead,Open,,,,MT Beaverhead,0,,,,,,,
MT,Big Horn,Open,,,,MT Big Horn,0,,,,,,,
MT,Cascade,Open,"8,255,356","3,250,445",2019,MT Cascade,3250445,,,,,,,
MT,Custer,Open,,,,MT Custer,0,,,,,,,
MT,Daniels,Open,,,,MT Daniels,0,,,,,,,
MT,Dawson,Open,,,,MT Dawson,0,,,,,,,
MT,Fallon,Open,,,,MT Fallon,0,,,,,,,
MT,Flathead,Open,"12,000,000","3,621,885",2016,MT Flathead,3621885,,,,,,,
MT,Gallatin,Closed,,"1,500,000",2005,MT Gallatin,3640628,,,,,,,
MT,Gallatin,Open,"2,651,432","2,140,628",2019,MT Gallatin,,,,,,,,
MT,Hill,Open,,,,MT Hill,0,,,,,,,
MT,Lake,Closed,"551,250","526,943",2005,MT Lake,526943,,,,,,,
MT,Lewis and Clark,Open,,"1,070,171",2019,MT Lewis and Clark,1323714,,,,,,,
MT,Lewis and Clark,Closed,,,,MT Lewis and Clark,,,,,,,,
MT,Lewis and Clark,Open,"3,092,529","253,543",2012,MT Lewis and Clark,,,,,,,,
MT,Liberty,Open,,,,MT Liberty,0,,,,,,,
MT,Lincoln,Open,,,,MT Lincoln,0,,,,,,,
MT,Missoula,Open,"31,564,496","8,346,155",2019,MT Missoula,8346155,,,,,,,
MT,Park,Closed,,,,MT Park,0,,,,,,,
MT,Phillips,Open,,,,MT Phillips,0,,,,,,,
MT,Pondera,Open,,,,MT Pondera,0,,,,,,,
MT,Powell,Open,,,,MT Powell,0,,,,,,,
MT,Richland,Open,,,,MT Richland,0,,,,,,,
MT,Roosevelt,Open,,,,MT Roosevelt,0,,,,,,,
MT,Rosebud,Open,,,,MT Rosebud,0,,,,,,,
MT,Sheridan,Open,,,,MT Sheridan,0,,,,,,,
MT,Silver Bow,Open,,,,MT Silver Bow,0,,,,,,,
MT,Toole,Open,,,,MT Toole,0,,,,,,,
MT,Valley,Open,,,,MT Valley,0,,,,,,,
MT,Yellowstone,Open,"18,838,130","8,069,019",2019,MT Yellowstone,8069019,,,,,,,
NC,Alamance,Open,,"2,142,210",2019,NC Alamance,4420210,,,,,,,
NC,Alamance,Closed,,"2,278,000",,NC Alamance,,,,,,,,
NC,Alexander,Closed,,"433,130",,NC Alexander,433130,,,,,,,
NC,Alleghany,Closed,,"237,899",,NC Alleghany,237899,,,,,,,
NC,Anson,Closed,,"303,941",,NC Anson,7409620,,,,,,,
NC,Anson,Open,"16,219,527","7,105,679",2019,NC Anson,,,,,,,,
NC,Ashe,Open,,"438,069",,NC Ashe,438069,,,,,,,
NC,Avery,Closed,"249,000","249,000",,NC Avery,249000,,,,,,,
NC,Beaufort,Closed,,"554,620",,NC Beaufort,554620,,,,,,,
NC,Bertie,Closed,,"289,647",,NC Bertie,12791660,,,,,,,
NC,Bertie,Open,"24,046,822","12,502,013",2019,NC Bertie,,,,,,,,
NC,Bladen,Closed,,"636,269",,NC Bladen,636269,,,,,,,
NC,Brunswick,Closed,,"1,063,573",,NC Brunswick,1063573,,,,,,,
NC,Buncombe,Open,"9,733,729","2,716,379",2019,NC Buncombe,6016379,,,,,,,
NC,Buncombe,Closed,"3,300,000","3,300,000",,NC Buncombe,,,,,,,,
NC,Cabarrus,Open,"40,798,812","34,219,656",2019,NC Cabarrus,34219656,,,,,,,
NC,Caldwell,Closed,"1,214,795","1,214,795",,NC Caldwell,7221557,,,,,,,
NC,Caldwell,Open,"10,878,011","6,006,762",2019,NC Caldwell,,,,,,,,
NC,Carteret,Closed,,"799,920",,NC Carteret,799920,,,,,,,
NC,Caswell,Closed,,"111,731",,NC Caswell,111731,,,,,,,
NC,Catawba,Open,"16,537,500","5,188,774",2019,NC Catawba,6788774,,,,,,,
NC,Catawba,Closed,,"1,600,000",,NC Catawba,,,,,,,,
NC,Chatham,Closed,,"559,020",,NC Chatham,559020,,,,,,,
NC,Cherokee,Closed,,"423,438",,NC Cherokee,423438,,,,,,,
NC,Cherokee,Open,,,,NC Cherokee,,,,,,,,
NC,Clay,Closed,,"52,189",,NC Clay,52189,,,,,,,
NC,Cleveland,Open,"14,001,750","4,981,259",2019,NC Cleveland,4981259,,,,,,,
NC,Cleveland,Open,,,,NC Cleveland,,,,,,,,
NC,Columbus,Closed,,"1,250,000",1997,NC Columbus,1250000,,,,,,,
NC,Craven,Closed,,"985,028",,NC Craven,5874207,,,,,,,
NC,Craven,Open,"9,150,000","4,889,179",2019,NC Craven,,,,,,,,
NC,Cumberland,Open,,"4,998,230",2019,NC Cumberland,5762030,,,,,,,
NC,Cumberland,Closed,,"763,800",,NC Cumberland,,,,,,,,
NC,Currituck,Closed,,"251,370",,NC Currituck,251370,,,,,,,
NC,Dare,Closed,,"643,568",,NC Dare,643568,,,,,,,
NC,Davidson,Open,"9,644,209","3,470,538",2019,NC Davidson,3470538,,,,,,,
NC,Davidson,Closed,,,,NC Davidson,,,,,,,,
NC,Davie,Closed,,"431,466",,NC Davie,431466,,,,,,,
NC,Duplin,Closed,,"595,645",,NC Duplin,595645,,,,,,,
NC,Durham,Closed,,"3,600,000",,NC Durham,3600000,,,,,,,
NC,Edgecombe,Open,"2,039,000","1,800,000",2013,NC Edgecombe,1800000,,,,,,,
NC,Forsyth,Open,"15,404,259","12,110,042",2019,NC Forsyth,13069506,,,,,,,
NC,Forsyth,Closed,,"959,464",,NC Forsyth,,,,,,,,
NC,Franklin,Closed,,"624,283",,NC Franklin,624283,,,,,,,
NC,Gaston,Open,"5,452,170","4,227,523",2019,NC Gaston,4227523,,,,,,,
NC,Graham,Closed,,"117,713",,NC Graham,117713,,,,,,,
NC,Granville,Closed,,"808,605",,NC Granville,808605,,,,,,,
NC,Greene,Closed,,"147,289",,NC Greene,147289,,,,,,,
NC,Guilford,Open,"11,527,740","9,522,229",2019,NC Guilford,14794674,,,,,,,
NC,Guilford,Open,"3,665,846","2,942,445",2019,NC Guilford,,,,,,,,
NC,Guilford,Closed,,"2,330,000",,NC Guilford,,,,,,,,
NC,Harnett,Closed,,"206,497",,NC Harnett,1360515,,,,,,,
NC,Harnett,Closed,,"1,154,018",,NC Harnett,,,,,,,,
NC,Haywood,Closed,,"889,647",,NC Haywood,3271422,,,,,,,
NC,Haywood,Closed,,"550,000",1993,NC Haywood,,,,,,,,
NC,Haywood,Open,"6,295,149","1,831,775",2019,NC Haywood,,,,,,,,
NC,Henderson,Closed,,"2,100,000",,NC Henderson,2100000,,,,,,,
NC,Hertford,Closed,,"1,000,000",,NC Hertford,1000000,,,,,,,
NC,Hoke,Closed,,"354,726",,NC Hoke,354726,,,,,,,
NC,Iredell,Open,"8,636,792","5,389,845",2019,NC Iredell,5389845,,,,,,,
NC,Jackson,Closed,,"750,000",1996,NC Jackson,759312,,,,,,,
NC,Jackson,Closed,,"9,312",,NC Jackson,,,,,,,,
NC,Johnston,Open,,"3,983,538",2019,NC Johnston,3983538,,,,,,,
NC,Jones,Closed,,"156,630",,NC Jones,156630,,,,,,,
NC,Lee,Closed,,"935,481",,NC Lee,935481,,,,,,,
NC,Lenoir,Closed,"2,849,904","1,437,973",2008,NC Lenoir,1437973,,,,,,,
NC,Lincoln,Open,"1,819,125","1,315,316",2019,NC Lincoln,1315316,,,,,,,
NC,Macon,Open,"1,569,675","684,342",2016,NC Macon,684342,,,,,,,
NC,Madison,Closed,,"181,770",,NC Madison,246817,,,,,,,
NC,Madison,Closed,,"65,047",2004,NC Madison,,,,,,,,
NC,McDowell,Closed,"735,300","735,300",1996,NC McDowell,735300,,,,,,,
NC,Mecklenburg,Closed,,"3,710,642",,NC Mecklenburg,3710642,,,,,,,
NC,Mecklenburg,Closed,,,,NC Mecklenburg,,,,,,,,
NC,Montgomery,Closed,,"1,300,000",1997,NC Montgomery,16713853,,,,,,,
NC,Montgomery,Open,"24,716,207","15,413,853",2019,NC Montgomery,,,,,,,,
NC,Moore,Closed,,"1,315,238",,NC Moore,1315238,,,,,,,
NC,Nash,Closed,,"1,669,484",,NC Nash,1669484,,,,,,,
NC,New Hanover,Open,"8,382,080","5,909,058",2019,NC New Hanover,5909058,,,,,,,
NC,Northampton,Closed,,"363,180",,NC Northampton,363180,,,,,,,
NC,Onslow,Open,,"3,742,701",2019,NC Onslow,5540920,,,,,,,
NC,Onslow,Open,"2,724,278","1,798,219",2019,NC Onslow,,,,,,,,
NC,Orange,Closed,"24,482,923","2,542,697",2013,NC Orange,2542697,,,,,,,
NC,Pamlico,Closed,,"133,583",,NC Pamlico,133583,,,,,,,
NC,Pasquotank,Closed,,"295,000",,NC Pasquotank,295000,,,,,,,
NC,Pender,Closed,,"351,401",,NC Pender,351401,,,,,,,
NC,Perquimans,Closed,,"315,619",,NC Perquimans,315619,,,,,,,
NC,Person,Closed,,"598,794",,NC Person,5801493,,,,,,,
NC,Person,Open,"19,169,386","5,202,699",2019,NC Person,,,,,,,,
NC,Pitt,Closed,"3,373,650","3,263,252",1995,NC Pitt,3263252,,,,,,,
NC,Polk,Closed,,"214,002",,NC Polk,214002,,,,,,,
NC,Randolph,Open,"23,440,632","1,386,983",2019,NC Randolph,3202403,,,,,,,
NC,Randolph,Closed,,"1,815,420",,NC Randolph,,,,,,,,
NC,Richmond,Closed,,"523,271",,NC Richmond,523271,,,,,,,
NC,Robeson,Open,"3,098,668","3,098,655",2019,NC Robeson,3098655,,,,,,,
NC,Rockingham,Open,"3,155,839","3,155,819",2019,NC Rockingham,3155819,,,,,,,
NC,Rowan,Open,"9,043,808","2,788,249",2019,NC Rowan,2788249,,,,,,,
NC,Rutherford,Closed,,"209,084",,NC Rutherford,1809084,,,,,,,
NC,Rutherford,Closed,,"1,600,000",,NC Rutherford,,,,,,,,
NC,Sampson,Open,"44,356,712","22,545,363",2019,NC Sampson,25512453,,,,,,,
NC,Sampson,Closed,"2,967,091","2,967,090",2001,NC Sampson,,,,,,,,
NC,Scotland,Closed,,"788,677",,NC Scotland,788677,,,,,,,
NC,Stanly,Open,"4,075,884","2,440,079",2019,NC Stanly,2440079,,,,,,,
NC,Stokes,Closed,,"478,368",,NC Stokes,478368,,,,,,,
NC,Surry,Open,,"2,709,200",2019,NC Surry,3354706,,,,,,,
NC,Surry,Closed,,"645,506",,NC Surry,,,,,,,,
NC,Swain,Closed,,"127,170",,NC Swain,127170,,,,,,,
NC,Transylvania,Open,"790,641","495,930",2016,NC Transylvania,495930,,,,,,,
NC,Union,Closed,,"2,130,144",,NC Union,2130144,,,,,,,
NC,Vance,Closed,,"970,899",,NC Vance,970899,,,,,,,
NC,Wake,Closed,,"1,433,604",,NC Wake,18132202,,,,,,,
NC,Wake,Closed,,"6,060,000",2008,NC Wake,,,,,,,,
NC,Wake,Closed,,"50,000",,NC Wake,,,,,,,,
NC,Wake,Closed,,"613,676",,NC Wake,,,,,,,,
NC,Wake,Open,"18,317,721","5,183,596",2019,NC Wake,,,,,,,,
NC,Wake,Closed,"4,791,326","4,791,326",1997,NC Wake,,,,,,,,
NC,Warren,Closed,,"230,029",,NC Warren,230029,,,,,,,
NC,Watauga,Closed,,"546,000",1994,NC Watauga,546000,,,,,,,
NC,Wayne,Open,"6,904,174","3,771,015",2019,NC Wayne,3771015,,,,,,,
NC,Wilkes,Closed,,"82,099",,NC Wilkes,2700328,,,,,,,
NC,Wilkes,Closed,"1,127,341","1,127,341",1993,NC Wilkes,,,,,,,,
NC,Wilkes,Open,"2,000,000","1,490,888",2019,NC Wilkes,,,,,,,,
NC,Wilson,Closed,,"2,080,436",,NC Wilson,2080436,,,,,,,
NC,Yancey,Closed,,"384,804",1994,NC Yancey,384804,,,,,,,
ND,Burleigh,Open,,,,ND Burleigh,0,,,,,,,
ND,Cass,Open,"11,628,678","6,923,410",2019,ND Cass,6923410,,,,,,,
ND,Divide,Open,,,,ND Divide,0,,,,,,,
ND,Grand Forks,Open,"7,100,100","730,366",2019,ND Grand Forks,4248581,,,,,,,
ND,Grand Forks,Closed,"3,528,000","3,518,215",2011,ND Grand Forks,,,,,,,,
ND,McIntosh,Open,,,,ND McIntosh,0,,,,,,,
ND,McKenzie,Open,,,,ND McKenzie,0,,,,,,,
ND,Mercer,Open,,,,ND Mercer,0,,,,,,,
ND,Sargent,Open,,"2,795,263",2019,ND Sargent,2795263,,,,,,,
ND,Stark,Open,,,,ND Stark,0,,,,,,,
ND,Stutsman,Open,,,,ND Stutsman,0,,,,,,,
ND,Ward,Open,"1,860,000","276,396",2003,ND Ward,1934123,,,,,,,
ND,Ward,Open,"1,680,288","1,657,727",2019,ND Ward,,,,,,,,
ND,Williams,Open,,,,ND Williams,0,,,,,,,
NE,Adams,Open,"2,756,250","1,551,907",2019,NE Adams,1551907,,,,,,,
NE,Box Butte,Open,"453,021","240,270",2014,NE Box Butte,240270,,,,,,,
NE,Buffalo,Open,"2,509,458","1,020,870",2016,NE Buffalo,1280870,,,,,,,
NE,Buffalo,Closed,,"260,000",,NE Buffalo,,,,,,,,
NE,Butler,Open,,"7,790,728",2019,NE Butler,7790728,,,,,,,
NE,Cass,Closed,,"777,276",,NE Cass,777276,,,,,,,
NE,Cherry,Open,,,,NE Cherry,0,,,,,,,
NE,Cheyenne,Open,,,,NE Cheyenne,0,,,,,,,
NE,Dakota,Open,"12,727,177","5,796,825",2019,NE Dakota,5796825,,,,,,,
NE,Dawes,Open,,,,NE Dawes,0,,,,,,,
NE,Dawson,Open,"2,120,547","847,380",2019,NE Dawson,847380,,,,,,,
NE,Dodge,Closed,,"1,106,263",,NE Dodge,1106263,,,,,,,
NE,Douglas,Closed,"5,224,710","5,224,710",1989,NE Douglas,23368960,,,,,,,
NE,Douglas,Open,"93,943,391","18,144,250",2019,NE Douglas,,,,,,,,
NE,Fillmore,Open,,,,NE Fillmore,0,,,,,,,
NE,Gage,Open,,"279,024",,NE Gage,279024,,,,,,,
NE,Hall,Open,"4,372,323","2,861,050",2019,NE Hall,2861050,,,,,,,
NE,Howard,Open,,,,NE Howard,0,,,,,,,
NE,Kimball,Open,,,,NE Kimball,0,,,,,,,
NE,Lancaster,Open,"13,301,053","8,902,636",2019,NE Lancaster,15718228,,,,,,,
NE,Lancaster,Closed,"7,541,602","6,815,592",1990,NE Lancaster,,,,,,,,
NE,Lincoln,Closed,,"407,491",,NE Lincoln,407491,,,,,,,
NE,Madison,Closed,,"1,446,633",,NE Madison,1446633,,,,,,,
NE,Otoe,Closed,,"218,822",,NE Otoe,218822,,,,,,,
NE,Perkins,Open,"3,878,726","2,113,948",2019,NE Perkins,2113948,,,,,,,
NE,Phelps,Open,"848,467","458,749",2015,NE Phelps,458749,,,,,,,
NE,Sarpy,Closed,"3,914,719","3,914,719",2016,NE Sarpy,3914719,,,,,,,
NE,Scotts Bluff,Open,,,,NE Scotts Bluff,529074,,,,,,,
NE,Scotts Bluff,Closed,,"529,074",,NE Scotts Bluff,,,,,,,,
NE,Seward,Open,"4,009,286","1,958,530",2019,NE Seward,1958530,,,,,,,
NE,Stanton,Open,"4,079,250","2,186,379",2019,NE Stanton,2186379,,,,,,,
NE,York,Open,,"254,240",,NE York,254240,,,,,,,
NH,Belknap,Unknown,,,,NH Belknap,0,,,,,,,
NH,Belknap,Unknown,,,,NH Belknap,,,,,,,,
NH,Belknap,Closed,,,,NH Belknap,,,,,,,,
NH,Carroll,Closed,,,,NH Carroll,0,,,,,,,
NH,Carroll,Closed,,,,NH Carroll,,,,,,,,
NH,Carroll,Closed,,,,NH Carroll,,,,,,,,
NH,Carroll,Closed,,,,NH Carroll,,,,,,,,
NH,Carroll,Closed,,,,NH Carroll,,,,,,,,
NH,Carroll,Closed,,,,NH Carroll,,,,,,,,
NH,Carroll,Closed,,,,NH Carroll,,,,,,,,
NH,Cheshire,Closed,,"640,000",1998,NH Cheshire,640000,,,,,,,
NH,Cheshire,Closed,,,,NH Cheshire,,,,,,,,
NH,Cheshire,Unknown,,,,NH Cheshire,,,,,,,,
NH,Cheshire,Unknown,,,,NH Cheshire,,,,,,,,
NH,Coos,Closed,"802,450","802,450",,NH Coos,7885336,,,,,,,
NH,Coos,Closed,,,,NH Coos,,,,,,,,
NH,Coos,Open,"14,791,087","7,082,886",2019,NH Coos,,,,,,,,
NH,Coos,Closed,,,,NH Coos,,,,,,,,
NH,Grafton,Unknown,,,,NH Grafton,7616450,,,,,,,
NH,Grafton,Open,"2,494,905","1,991,645",2019,NH Grafton,,,,,,,,
NH,Grafton,Open,"5,740,981","5,624,805",2019,NH Grafton,,,,,,,,
NH,Grafton,Closed,,,,NH Grafton,,,,,,,,
NH,Hillsborough,Closed,,,,NH Hillsborough,5219772,,,,,,,
NH,Hillsborough,Closed,,,,NH Hillsborough,,,,,,,,
NH,Hillsborough,Closed,,"1,200,000",,NH Hillsborough,,,,,,,,
NH,Hillsborough,Open,"4,502,504","4,019,772",2019,NH Hillsborough,,,,,,,,
NH,Hillsborough,Closed,,,,NH Hillsborough,,,,,,,,
NH,Hillsborough,Closed,,,,NH Hillsborough,,,,,,,,
NH,Hillsborough,Closed,,,,NH Hillsborough,,,,,,,,
NH,Hillsborough,Closed,,,,NH Hillsborough,,,,,,,,
NH,Hillsborough,Closed,,,,NH Hillsborough,,,,,,,,
NH,Merrimack,Closed,,,,NH Merrimack,0,,,,,,,
NH,Merrimack,Closed,,,,NH Merrimack,,,,,,,,
NH,Merrimack,Closed,,,,NH Merrimack,,,,,,,,
NH,Merrimack,Closed,,,,NH Merrimack,,,,,,,,
NH,Rockingham,Closed,,"30,000",,NH Rockingham,30000,,,,,,,
NH,Rockingham,Closed,,,,NH Rockingham,,,,,,,,
NH,Rockingham,Closed,,,,NH Rockingham,,,,,,,,
NH,Rockingham,Closed,,,,NH Rockingham,,,,,,,,
NH,Rockingham,Closed,,,,NH Rockingham,,,,,,,,
NH,Rockingham,Closed,,,,NH Rockingham,,,,,,,,
NH,Rockingham,Closed,,,,NH Rockingham,,,,,,,,
NH,Rockingham,Closed,,,,NH Rockingham,,,,,,,,
NH,Strafford,Closed,,,,NH Strafford,36434328,,,,,,,
NH,Strafford,Open,,,,NH Strafford,,,,,,,,
NH,Strafford,Closed,,,,NH Strafford,,,,,,,,
NH,Strafford,Closed,,,,NH Strafford,,,,,,,,
NH,Strafford,Open,"59,569,177","36,434,328",2019,NH Strafford,,,,,,,,
NJ,Atlantic,Open,"13,478,534","6,950,463",2019,NJ Atlantic,7833380,,,,,,,
NJ,Atlantic,Closed,,,,NJ Atlantic,,,,,,,,
NJ,Atlantic,Closed,,"882,917",,NJ Atlantic,,,,,,,,
NJ,Bergen,Closed,,"9,700,000",,NJ Bergen,60289532,,,,,,,
NJ,Bergen,Closed,"50,589,532","50,589,532",2008,NJ Bergen,,,,,,,,
NJ,Burlington,Open,"12,317,567","10,224,487",2019,NJ Burlington,30080638,,,,,,,
NJ,Burlington,Closed,"16,271,044","16,271,041",1986,NJ Burlington,,,,,,,,
NJ,Burlington,Closed,"3,585,114","3,585,110",1989,NJ Burlington,,,,,,,,
NJ,Camden,Open,"7,728,898","6,726,711",2019,NJ Camden,6726711,,,,,,,
NJ,Cape May,Open,"23,483,250","4,000,000",2008,NJ Cape May,4000000,,,,,,,
NJ,Cumberland,Open,"13,802,362","6,367,198",2019,NJ Cumberland,6367198,,,,,,,
NJ,Gloucester,Open,"16,317,000","16,193,825",2019,NJ Gloucester,23453810,,,,,,,
NJ,Gloucester,Closed,,"7,259,985",,NJ Gloucester,,,,,,,,
NJ,Hudson,Closed,,"5,998,800",,NJ Hudson,32993401,,,,,,,
NJ,Hudson,Closed,,"26,994,601",,NJ Hudson,,,,,,,,
NJ,Hudson,Closed,"10,594,016",,,NJ Hudson,,,,,,,,
NJ,Middlesex,Closed,"17,640,000","17,640,000",1994,NJ Middlesex,40065517,,,,,,,
NJ,Middlesex,Closed,,"2,500,000",,NJ Middlesex,,,,,,,,
NJ,Middlesex,Closed,,"4,302,213",,NJ Middlesex,,,,,,,,
NJ,Middlesex,Open,"20,788,841","15,623,304",2019,NJ Middlesex,,,,,,,,
NJ,Monmouth,Closed,"32,872,185","19,981,437",2019,NJ Monmouth,19981437,,,,,,,
NJ,Morris,Unknown,,"1,000,000",,NJ Morris,1000000,,,,,,,
NJ,Ocean,Open,"22,831,793","19,794,203",2019,NJ Ocean,19794203,,,,,,,
NJ,Salem,Open,"5,788,125","3,039,740",2019,NJ Salem,3039740,,,,,,,
NJ,Sussex,Closed,,"1,700,000",,NJ Sussex,3634255,,,,,,,
NJ,Sussex,Open,"3,164,722","1,934,255",2011,NJ Sussex,,,,,,,,
NJ,Union,Closed,,"1,155,339",1999,NJ Union,1155339,,,,,,,
NJ,Warren,Open,"4,240,287","960,000",2003,NJ Warren,960000,,,,,,,
NM,Bernalillo,Open,"50,634,518","14,642,183",2019,NM Bernalillo,22203029,,,,,,,
NM,Bernalillo,Closed,,"1,560,846",1983,NM Bernalillo,,,,,,,,
NM,Bernalillo,Closed,,"6,000,000",,NM Bernalillo,,,,,,,,
NM,Curry,Open,"10,926,878","3,454,347",2019,NM Curry,3454347,,,,,,,
NM,Dona Ana,Open,"59,627,675","14,947,381",2019,NM Dona Ana,18476229,,,,,,,
NM,Dona Ana,Open,"11,877,047","3,528,848",2019,NM Dona Ana,,,,,,,,
NM,Eddy,Open,"6,275,701","1,786,145",2019,NM Eddy,1786145,,,,,,,
NM,Lea,Open,"2,568,948","1,693,352",2019,NM Lea,1693352,,,,,,,
NM,Los Alamos,Closed,"1,100,000","1,100,000",2011,NM Los Alamos,1100000,,,,,,,
NM,Mora,Closed,,,,NM Mora,0,,,,,,,
NM,Otero,Open,"4,455,763","1,803,933",2019,NM Otero,1803933,,,,,,,
NM,San Juan,Open,"20,342,664","4,136,791",2019,NM San Juan,4136791,,,,,,,
NM,San Miguel,Closed,,"1,000,000",1998,NM San Miguel,1000000,,,,,,,
NM,Sandoval,Open,"8,605,107","6,485,353",2019,NM Sandoval,12481421,,,,,,,
NM,Sandoval,Open,"11,042,040","5,996,068",2019,NM Sandoval,,,,,,,,
NM,Santa Fe,Open,"12,871,003","3,812,077",2019,NM Santa Fe,3812077,,,,,,,
NV,Carson City,Open,"9,564,000","5,276,832",,NV Carson City,5276832,,,,,,,
NV,Churchill,Open,,,,NV Churchill,0,,,,,,,
NV,Clark,Open,"994,920,296","72,848,073",2019,NV Clark,94626113,,,,,,,
NV,Clark,Closed,,"2,319,518",,NV Clark,,,,,,,,
NV,Clark,Open,"1,577,070","1,458,522",2019,NV Clark,,,,,,,,
NV,Clark,Closed,"18,834,924","18,000,000",1993,NV Clark,,,,,,,,
