State,County,Current Landfill Status,Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,State and County,,,,,,,,
UT,Uintah,Open,,"2,773,000",,UT Uintah,2773000,,,,,,,
UT,Utah,Open,"21,609,000","4,074,829",2019,UT Utah,7791903,,,,,,,
UT,Utah,Closed,,"616,029",,UT Utah,,,,,,,,
UT,Utah,Closed,,"1,131,000",,UT Utah,,,,,,,,
UT,Utah,Closed,,"262,080",,UT Utah,,,,,,,,
UT,Utah,Closed,,"1,707,965",,UT Utah,,,,,,,,
UT,Washington,Open,"8,268,750","3,973,201",2019,UT Washington,3973201,,,,,,,
UT,Weber,Closed,"5,808,994","4,068,838",1996,UT Weber,4068838,,,,,,,
VA,Accomack,Open,,,,VA Accomack,0,,,,,,,
VA,Albemarle,Closed,"1,923,947","1,923,599",2001,VA Albemarle,1923599,,,,,,,
VA,Alleghany,Open,"555,106","67,033",2005,VA Alleghany,67033,,,,,,,
VA,Amelia,Closed,,"57,320",1993,VA Amelia,11490517,,,,,,,
VA,Amelia,Open,"40,655,766","11,433,197",2019,VA Amelia,,,,,,,,
VA,Amherst,Open,"1,726,515","614,702",2019,VA Amherst,614702,,,,,,,
VA,Augusta,Open,"14,001,750","4,117,471",2019,VA Augusta,4117471,,,,,,,
VA,Bedford,Open,,"92,664",,VA Bedford,1220533,,,,,,,
VA,Bedford,Closed,,"14,300",,VA Bedford,,,,,,,,
VA,Bedford,Open,"1,893,608","1,113,569",2019,VA Bedford,,,,,,,,
VA,Botetourt,Open,"250,000","200,000",2009,VA Botetourt,200000,,,,,,,
VA,Bristol city,Open,"11,603,602","4,863,367",2019,VA Bristol city,4863367,,,,,,,
VA,Brunswick,Open,"19,507,269","14,658,219",2019,VA Brunswick,14658219,,,,,,,
VA,Campbell,Closed,"374,042","374,042",1995,VA Campbell,2526992.868,,,,,,,
VA,Campbell,Open,"4,725,359","2,152,951",2019,VA Campbell,,,,,,,,
VA,Caroline,Closed,,,,VA Caroline,0,,,,,,,
VA,Carroll,Open,"2,765,885","1,267,258",2019,VA Carroll,1267258,,,,,,,
VA,Charles City,Open,"45,170,371","18,703,275",2019,VA Charles City,18703275,,,,,,,
VA,Chesterfield,Closed,,"1,250,000",,VA Chesterfield,28263423,,,,,,,
VA,Chesterfield,Closed,,"858,000",,VA Chesterfield,,,,,,,,
VA,Chesterfield,Open,"36,774,894","26,155,423",2019,VA Chesterfield,,,,,,,,
VA,Cumberland,Closed,,,,VA Cumberland,0,,,,,,,
VA,Danville city,Closed,,"2,745,600",,VA Danville city,2745600,,,,,,,
VA,Dinwiddie,Closed,,"450,000",,VA Dinwiddie,450000,,,,,,,
VA,Fairfax,Closed,,"5,000,000",,VA Fairfax,21544910,,,,,,,
VA,Fairfax,Closed,"17,832,652","16,544,910",1995,VA Fairfax,,,,,,,,
VA,Fauquier,Closed,"3,187,473","1,240,495",2005,VA Fauquier,1240495,,,,,,,
VA,Franklin,Open,"1,686,010","1,685,986",2019,VA Franklin,1685986,,,,,,,
VA,Frederick,Open,"11,322,675","4,805,100",2019,VA Frederick,4805100,,,,,,,
VA,Gloucester,Open,"38,700,604","11,760,113",2019,VA Gloucester,11760113,,,,,,,
VA,Greene,Closed,,"1,000,000",,VA Greene,1000000,,,,,,,
VA,Greensville,Open,"600,000","169,664",2005,VA Greensville,169664,,,,,,,
VA,Halifax,Closed,,,,VA Halifax,0,,,,,,,
VA,Hampton city,Open,"52,449,240","18,892,738",2019,VA Hampton city,18892738,,,,,,,
VA,Hanover,Closed,,"850,000",,VA Hanover,850000,,,,,,,
VA,Henrico,Open,"34,741,581","16,630,130",2018,VA Henrico,23380130,,,,,,,
VA,Henrico,Closed,,"1,000,000",,VA Henrico,,,,,,,,
VA,Henrico,Closed,"6,000,000","5,750,000",2009,VA Henrico,,,,,,,,
VA,Henry,Closed,"1,740,298","1,740,298",2005,VA Henry,1740298,,,,,,,
VA,King and Queen,Open,"62,110,631","20,073,484",2019,VA King and Queen,20073484,,,,,,,
VA,King George,Open,"55,916,748","31,120,393",2019,VA King George,31120393,,,,,,,
VA,Loudoun,Open,"9,555,176","2,690,457",2016,VA Loudoun,2690457,,,,,,,
VA,Louisa,Open,,,,VA Louisa,0,,,,,,,
VA,Lunenburg,Open,"1,344,015","1,115,587",2019,VA Lunenburg,1115587,,,,,,,
VA,Lynchburg city,Closed,"4,536,671","4,141,744",2014,VA Lynchburg city,5041744,,,,,,,
VA,Lynchburg city,Closed,,"900,000",,VA Lynchburg city,,,,,,,,
VA,Mecklenburg,Closed,,,,VA Mecklenburg,820196,,,,,,,
VA,Mecklenburg,Open,"5,379,461","820,196",2019,VA Mecklenburg,,,,,,,,
VA,Montgomery,Closed,,"1,300,000",2000,VA Montgomery,1300000,,,,,,,
VA,Newport News city,Closed,,"1,250,000",1984,VA Newport News city,3050000,,,,,,,
VA,Newport News city,Closed,,"1,800,000",,VA Newport News city,,,,,,,,
VA,Northampton,Closed,,,,VA Northampton,0,,,,,,,
VA,Nottoway,Open,,,,VA Nottoway,0,,,,,,,
VA,Orange,Open,"3,767,017","1,069,242",2019,VA Orange,1069242,,,,,,,
VA,Page,Open,"4,113,193","1,491,796",2019,VA Page,1491796,,,,,,,
VA,Page,Closed,,,,VA Page,,,,,,,,
VA,Petersburg city,Closed,"4,311,197","2,991,420",2018,VA Petersburg city,2991420,,,,,,,
VA,Pittsylvania,Open,"1,878,496","382,496",2005,VA Pittsylvania,382496,,,,,,,
VA,Prince Edward,Open,"902,797","403,085",2006,VA Prince Edward,403085,,,,,,,
VA,Prince William,Open,"16,641,758","11,271,895",2019,VA Prince William,11271895,,,,,,,
VA,Pulaski,Open,"8,423,100","3,567,725",2019,VA Pulaski,3567725,,,,,,,
VA,Roanoke,Closed,"2,736,392","2,736,391",1994,VA Roanoke,6783103,,,,,,,
VA,Roanoke,Open,"8,399,842","4,046,712",2019,VA Roanoke,,,,,,,,
VA,Rockbridge,Open,"4,020,818","1,438,806",2019,VA Rockbridge,1438806,,,,,,,
VA,Rockingham,Open,"9,327,150","3,711,500",2019,VA Rockingham,3711500,,,,,,,
VA,Scott,Closed,,,,VA Scott,0,,,,,,,
VA,Shenandoah,Open,"3,470,810","1,423,192",2010,VA Shenandoah,1423192,,,,,,,
VA,Spotsylvania,Open,"2,714,639","2,109,316",2019,VA Spotsylvania,2109316,,,,,,,
VA,Stafford,Open,"9,316,125","3,950,701",2019,VA Stafford,3950701,,,,,,,
VA,Suffolk city,Open,,"20,000,000",2013,VA Suffolk city,20000000,,,,,,,
VA,Sussex,Open,"148,948,247","40,282,740",2019,VA Sussex,40282740,,,,,,,
VA,Tazewell,Open,"2,296,714","1,396,853",2019,VA Tazewell,1396853,,,,,,,
VA,Virginia Beach city,Open,"12,166,676","7,500,000",,VA Virginia Beach city,7500000,,,,,,,
VA,Wise,Closed,"611,380","487,718",2005,VA Wise,487718,,,,,,,
VI,St. Croix,Open,"2,200,000","2,200,000",2002,VI St. Croix,2200000,,,,,,,
VI,St. Thomas,Closed,"3,500,000","1,500,000",2000,VI St. Thomas,1500000,,,,,,,
VT,Addison,Closed,,,,VT Addison,0,,,,,,,
VT,Addison,Closed,,,,VT Addison,,,,,,,,
VT,Chittenden,Closed,,"863,000",,VT Chittenden,1625000,,,,,,,
VT,Chittenden,Closed,,"262,000",1995,VT Chittenden,,,,,,,,
VT,Chittenden,Closed,,"500,000",,VT Chittenden,,,,,,,,
VT,Lamoille,Closed,,,,VT Lamoille,0,,,,,,,
VT,Orleans,Open,"18,424,133","8,684,349",2019,VT Orleans,8684349,,,,,,,
VT,Washington,Closed,"2,408,000","2,386,137",2013,VT Washington,2386137,,,,,,,
VT,Windham,Closed,,"1,500,000",,VT Windham,1500000,,,,,,,
WA,Adams,Open,,"220,609",,WA Adams,220609,,,,,,,
WA,Asotin,Open,,"848,342",,WA Asotin,848342,,,,,,,
WA,Benton,Closed,"2,460,976","2,454,489",2019,WA Benton,2454489,,,,,,,
WA,Chelan,Closed,,,,WA Chelan,0,,,,,,,
WA,Chelan,Closed,,,,WA Chelan,,,,,,,,
WA,Clallam,Closed,"1,026,000","1,026,000",2006,WA Clallam,1026000,,,,,,,
WA,Clark,Closed,,"5,000,000",,WA Clark,5000000,,,,,,,
WA,Cowlitz,Open,"53,367,110","8,968,176",2019,WA Cowlitz,11068176,,,,,,,
WA,Cowlitz,Closed,"2,946,301","2,100,000",2005,WA Cowlitz,,,,,,,,
WA,Douglas,Open,"41,957,519","5,998,730",2019,WA Douglas,5998730,,,,,,,
WA,Franklin,Closed,,,,WA Franklin,0,,,,,,,
WA,Franklin,Closed,,,,WA Franklin,,,,,,,,
WA,Grant,Closed,"84,830","83,500",2009,WA Grant,2626491,,,,,,,
WA,Grant,Open,"2,756,250","2,542,991",2019,WA Grant,,,,,,,,
WA,Grays Harbor,Closed,,"430,714",,WA Grays Harbor,430714,,,,,,,
WA,King,Closed,,,,WA King,52165917,,,,,,,
WA,King,Open,"66,150,000","42,161,783",2019,WA King,,,,,,,,
WA,King,Closed,,"724,824",1993,WA King,,,,,,,,
WA,King,Closed,,"802,273",1993,WA King,,,,,,,,
WA,King,Closed,,"8,000,000",,WA King,,,,,,,,
WA,King,Closed,,"477,037",1999,WA King,,,,,,,,
WA,Kitsap,Closed,,"599,880",,WA Kitsap,15212321,,,,,,,
WA,Kitsap,Closed,,,,WA Kitsap,,,,,,,,
WA,Kitsap,Closed,"14,612,441","14,612,441",2003,WA Kitsap,,,,,,,,
WA,Kittitas,Open,,"464,000",,WA Kittitas,464000,,,,,,,
WA,Klickitat,Open,"218,761,119","58,222,934",2019,WA Klickitat,58222934,,,,,,,
WA,Lewis,Closed,,"1,769,760",,WA Lewis,1769760,,,,,,,
WA,Lincoln,Closed,,,,WA Lincoln,0,,,,,,,
WA,Mason,Closed,,"655,454",,WA Mason,655454,,,,,,,
WA,Okanogan,Open,,700,,WA Okanogan,700,,,,,,,
WA,Okanogan,Closed,,,,WA Okanogan,,,,,,,,
WA,Pacific,Closed,,"300,000",,WA Pacific,300000,,,,,,,
WA,Pend Oreille,Closed,"38,384",,,WA Pend Oreille,0,,,,,,,
WA,Pend Oreille,Closed,"46,000",,,WA Pend Oreille,,,,,,,,
WA,Pierce,Closed,"860,879","860,873",2004,WA Pierce,43342659,,,,,,,
WA,Pierce,Closed,,"17,425,280",,WA Pierce,,,,,,,,
WA,Pierce,Open,"32,251,058","18,994,542",2019,WA Pierce,,,,,,,,
WA,Pierce,Closed,,"473,243",,WA Pierce,,,,,,,,
WA,Pierce,Closed,"6,014,715","5,588,721",2010,WA Pierce,,,,,,,,
WA,San Juan,Closed,,,,WA San Juan,0,,,,,,,
WA,Skagit,Closed,,,,WA Skagit,0,,,,,,,
WA,Skagit,Closed,,,,WA Skagit,,,,,,,,
WA,Snohomish,Closed,"3,883,214","3,883,214",1992,WA Snohomish,3883214,,,,,,,
WA,Spokane,Closed,,"3,000,000",,WA Spokane,3000000,,,,,,,
WA,Stevens,Open,,,,WA Stevens,0,,,,,,,
WA,Thurston,Closed,,"2,135,753",,WA Thurston,2135753,,,,,,,
WA,Walla Walla,Open,"2,425,098","2,354,940",2018,WA Walla Walla,2354940,,,,,,,
WA,Whatcom,Closed,,"250,000",,WA Whatcom,250000,,,,,,,
WA,Whatcom,Closed,,,,WA Whatcom,,,,,,,,
WA,Whitman,Closed,,,,WA Whitman,0,,,,,,,
WA,Yakima,Open,"8,202,600","2,051,119",2019,WA Yakima,8628501,,,,,,,
WA,Yakima,Unknown,,,,WA Yakima,,,,,,,,
WA,Yakima,Closed,"7,171,348","6,577,382",2019,WA Yakima,,,,,,,,
WA,Yakima,Closed,,,,WA Yakima,,,,,,,,
WI,Adams,Open,"420,000","280,556",2008,WI Adams,284389,,,,,,,
WI,Adams,Closed,,"3,833",,WI Adams,,,,,,,,
WI,Brown,Closed,"4,000,000","4,000,000",,WI Brown,7800000,,,,,,,
WI,Brown,Closed,"3,800,000","3,800,000",,WI Brown,,,,,,,,
WI,Calumet,Open,"21,088,169","13,285,697",2019,WI Calumet,13285697,,,,,,,
WI,Columbia,Closed,,"2,258",,WI Columbia,2258,,,,,,,
WI,Dane,Closed,,"1,050,000",,WI Dane,7576385,,,,,,,
WI,Dane,Open,"7,236,832","5,951,867",2019,WI Dane,,,,,,,,
WI,Dane,Closed,,"574,518",,WI Dane,,,,,,,,
WI,Dodge,Open,"18,245,763","14,696,501",2019,WI Dodge,14701651,,,,,,,
WI,Dodge,Closed,,"5,150",,WI Dodge,,,,,,,,
WI,Door,Closed,,"348,089",,WI Door,348089,,,,,,,
WI,Douglas,Open,"2,650,000","2,580,354",2019,WI Douglas,2580354,,,,,,,
WI,Eau Claire,Open,"12,323,066","10,194,074",2019,WI Eau Claire,10194074,,,,,,,
WI,Green Lake,Closed,,"239,952",,WI Green Lake,11515892,,,,,,,
WI,Green Lake,Closed,,"7,807",,WI Green Lake,,,,,,,,
WI,Green Lake,Closed,,"5,848",,WI Green Lake,,,,,,,,
WI,Green Lake,Open,"16,512,826","11,262,285",2019,WI Green Lake,,,,,,,,
WI,Jackson,Closed,,"498,202",,WI Jackson,498202,,,,,,,
WI,Jefferson,Open,"11,372,426","7,638,416",2019,WI Jefferson,9516680,,,,,,,
WI,Jefferson,Closed,"1,878,264","1,878,264",1999,WI Jefferson,,,,,,,,
WI,Kenosha,Open,"30,815,795","22,507,430",2019,WI Kenosha,22507430,,,,,,,
WI,Kewaunee,Closed,"652,740","507,200",2010,WI Kewaunee,507200,,,,,,,
WI,La Crosse,Open,"4,697,532","1,996,813",2019,WI La Crosse,1996813,,,,,,,
WI,Lincoln,Open,"495,000","307,370",2008,WI Lincoln,307370,,,,,,,
WI,Manitowoc,Open,"23,394,004","14,161,544",2019,WI Manitowoc,14161544,,,,,,,
WI,Marathon,Open,"6,578,960","5,074,697",2019,WI Marathon,5074697,,,,,,,
WI,Marinette,Open,"888,000","420,130",2008,WI Marinette,420130,,,,,,,
WI,Marquette,Closed,,"29,012",1990,WI Marquette,29012,,,,,,,
WI,Milwaukee,Open,"36,432,221","25,557,633",2019,WI Milwaukee,25557633,,,,,,,
WI,Monroe,Closed,"370,350","370,350",,WI Monroe,614701,,,,,,,
WI,Monroe,Open,"570,600","244,351",2008,WI Monroe,,,,,,,,
WI,Oneida,Closed,,"456,458",,WI Oneida,456458,,,,,,,
WI,Outagamie,Open,"13,133,593","12,222,142",2019,WI Outagamie,12222142,,,,,,,
WI,Portage,Closed,"860,250","699,000",2003,WI Portage,699000,,,,,,,
WI,Price,Closed,,"3,627",,WI Price,3627,,,,,,,
WI,Racine,Open,"19,515,458","14,124,949",2019,WI Racine,14124949,,,,,,,
WI,Rock,Open,"6,869,577","5,055,078",2019,WI Rock,5055078,,,,,,,
WI,Rusk,Open,"8,675,685","4,407,545",2019,WI Rusk,4407545,,,,,,,
WI,Sauk,Closed,,"741,336",2005,WI Sauk,741336,,,,,,,
WI,Sawyer,Closed,,"133,120",,WI Sawyer,134628,,,,,,,
WI,Sawyer,Closed,,"1,508",,WI Sawyer,,,,,,,,
WI,Sheboygan,Closed,,"10,260",,WI Sheboygan,156960,,,,,,,
WI,Sheboygan,Closed,,"146,700",,WI Sheboygan,,,,,,,,
WI,Vernon,Open,,,,WI Vernon,0,,,,,,,
WI,Vilas,Open,,,,WI Vilas,0,,,,,,,
WI,Walworth,Open,"16,253,782","11,233,238",2019,WI Walworth,13928696,,,,,,,
WI,Walworth,Closed,"2,695,461","2,695,458",1996,WI Walworth,,,,,,,,
WI,Washburn,Open,"12,433,030","6,806,528",2019,WI Washburn,6806528,,,,,,,
WI,Waukesha,Open,"23,508,546","15,710,267",2019,WI Waukesha,53551246.01,,,,,,,
WI,Waukesha,Open,"36,806,300","35,930,370",2019,WI Waukesha,,,,,,,,
WI,Waukesha,Closed,"2,280,390","1,910,609",1990,WI Waukesha,,,,,,,,
WI,Winnebago,Closed,,"5,000,000",,WI Winnebago,11134868,,,,,,,
WI,Winnebago,Closed,"6,774,940","6,134,868",2012,WI Winnebago,,,,,,,,
WI,Wood,Open,"14,171,801","8,216,730",2019,WI Wood,9016730,,,,,,,
WI,Wood,Closed,,"800,000",,WI Wood,,,,,,,,
WV,Berkeley,Closed,,,,WV Berkeley,3056996,,,,,,,
WV,Berkeley,Open,"9,176,247","3,056,996",2019,WV Berkeley,,,,,,,,
WV,Brooke,Open,"16,758,000","3,199,244",2015,WV Brooke,3199244,,,,,,,
WV,Greenbrier,Open,"4,000,000","780,000",2006,WV Greenbrier,780000,,,,,,,
WV,Harrison,Open,"26,539,956","8,028,612",2019,WV Harrison,10966561,,,,,,,
WV,Harrison,Open,"5,358,481","2,937,949",2019,WV Harrison,,,,,,,,
WV,Kanawha,Open,"5,937,117","5,163,372",2019,WV Kanawha,5163372,,,,,,,
WV,McDowell,Open,,,,WV McDowell,0,,,,,,,
WV,Mercer,Open,"3,080,385","2,042,281",2019,WV Mercer,2042281,,,,,,,
WV,Mercer,Unknown,,,,WV Mercer,,,,,,,,
WV,Monroe,Open,,,,WV Monroe,0,,,,,,,
WV,Nicholas,Open,,,,WV Nicholas,0,,,,,,,
WV,Ohio,Open,"17,625,462","7,053,619",2019,WV Ohio,7053619,,,,,,,
WV,Pocahontas,Open,,,,WV Pocahontas,0,,,,,,,
WV,Putnam,Open,"9,648,900","3,966,621",2019,WV Putnam,8373080,,,,,,,
WV,Putnam,Open,"9,552,554","4,406,459",2019,WV Putnam,,,,,,,,
WV,Raleigh,Open,"10,731,327","3,874,980",2019,WV Raleigh,3874980,,,,,,,
WV,Randolph,Open,,,,WV Randolph,0,,,,,,,
WV,Tucker,Open,"2,680,000","2,076,056",2006,WV Tucker,2076056,,,,,,,
WV,Webster,Closed,,,,WV Webster,0,,,,,,,
WV,Wetzel,Open,"3,420,000","1,000,000",2002,WV Wetzel,1000000,,,,,,,
WV,Wood,Open,"16,723,116","7,726,678",2019,WV Wood,7726678,,,,,,,
WY,Campbell,Open,"4,617,270","1,037,054",2019,WY Campbell,1037054,,,,,,,
WY,Laramie,Open,"4,410,000","4,147,269",2019,WY Laramie,4359082,,,,,,,
WY,Laramie,Open,"4,313,909","211,813",2019,WY Laramie,,,,,,,,
WY,Natrona,Open,"7,383,092","4,272,481",2019,WY Natrona,4272481,,,,,,,
WY,Sheridan,Open,"1,160,005","400,637",2008,WY Sheridan,400637,,,,,,,
